,3_months_return
131604,-24.704337469869497
131605,-17.053206180225978
131606,-15.8322070017892
77566,
77567,
77568,
77569,
77570,
77571,
77572,
77573,
77574,
77575,
77576,
77577,
77578,
77579,
77580,
77581,
77582,
77583,
77584,
77585,
77586,
77587,
77588,
77589,
77590,
77591,
77592,
77593,
77594,
77595,
77596,
77597,
77598,
77599,
77600,
77601,
77602,
77603,
77604,
77605,
77606,
77607,
77608,
77609,
77610,
77611,-1.2259644307374695
77612,-2.9110042859557206
77613,-3.4284147871313064
77614,-4.22033665302931
131607,-1.393145746734703
131608,-3.081152624207495
131609,-0.7303323951606489
131610,-2.6997488770204803
131611,-2.982269140104543
131612,-3.744610532449333
131613,-2.444991829128096
131614,-3.9210405107857005
131615,-3.918363610092479
131616,-3.1859375234096765
131617,-3.5345276786477364
131618,-1.7983646694596067
131619,4.536552192986298
131620,5.018024365413942
77633,
77634,
77635,
77636,
77637,
77638,
77639,
77640,
77641,
77642,
77643,
77644,
77645,
77646,
77647,
77648,
77649,
77650,
77651,
77652,
77653,
77654,
77655,
77656,
77657,
77658,
77659,
77660,
77661,
77662,
77663,
77664,
77665,
77666,
77667,
77668,
77669,
77670,
77671,
77672,
77673,
77674,
77675,
77676,
77677,
77678,5.5402742834702146
77679,4.933956756241664
77680,3.820917703390281
77681,2.4418211345006213
131621,6.2162186643419215
131622,7.068767207262838
131623,6.904492387725414
131624,5.325217077886868
131625,5.309394092610598
131626,5.734217280933684
131627,8.310462222123194
131628,7.417475135580998
131629,7.553817466954338
131630,6.1964152846565534
131631,7.692305982294556
131632,8.937674112852978
131633,12.12243350032427
131634,11.316210618742506
77700,
77701,
77702,
77703,
77704,
77705,
77706,
77707,
77708,
77709,
77710,
77711,
77712,
77713,
77714,
77715,
77716,
77717,
77718,
77719,
77720,
77721,
77722,
77723,
77724,
77725,
77726,
77727,
77728,
77729,
77730,
77731,
77732,
77733,
77734,
77735,
77736,
77737,
77738,
77739,
77740,
77741,
77742,
77743,
77744,
77745,14.639512874337534
77746,14.81512322966292
77747,9.702817585597545
77748,10.125552845127729
131635,9.38893586980749
131636,12.307571582158804
131637,12.176866128347452
131638,7.973438367647789
131639,8.604751058560378
131640,7.8731584962422385
131641,12.987499986532814
131642,11.649172992169143
131643,14.370535869510782
131644,15.024275979907609
131645,12.244816967733696
131646,12.127225931809814
131647,13.895795788440068
131648,14.676871584173057
77767,
77768,
77769,
77770,
77771,
77772,
77773,
77774,
77775,
77776,
77777,
77778,
77779,
77780,
77781,
77782,
77783,
77784,
77785,
77786,
77787,
77788,
77789,
77790,
77791,
77792,
77793,
77794,
77795,
77796,
77797,
77798,
77799,
77800,
77801,
77802,
77803,
77804,
77805,
77806,
77807,
77808,
77809,
77810,
77811,
77812,25.759130951817745
77813,24.688867358239342
77814,19.710141971855766
77815,18.479641753341113
131649,25.61657663470942
131650,24.02216055598092
131651,25.280152044729263
131652,23.147849293140865
131653,22.739981382759677
131654,24.35856414648534
131655,28.790847569000057
131656,25.05665856717547
131657,24.071084262654786
131658,22.96650324714693
131659,16.04523167523031
131660,15.10618962297372
131661,22.964572155270744
131662,21.787363724498697
77834,
77835,
77836,
77837,
77838,
77839,
77840,
77841,
77842,
77843,
77844,
77845,
77846,
77847,
77848,
77849,
77850,
77851,
77852,
77853,
77854,
77855,
77856,
77857,
77858,
77859,
77860,
77861,
77862,
77863,
77864,
77865,
77866,
77867,
77868,
77869,
77870,
77871,
77872,
77873,
77874,
77875,
77876,
77877,
77878,
77879,-4.728750975505069
77880,-7.381895998216381
77881,-6.857692086760514
77882,-6.292157860289748
131663,-4.224321247345852
131664,-5.9404209841024125
131665,-7.1115323037524325
131666,-7.03356587400088
131667,-3.6450165558177705
131668,-2.2335878109069007
131669,-0.8393787588894197
131670,-1.4186505726626608
131671,-0.42196094036439646
131672,-1.4570657730686665
131673,0.6392073490258277
131674,1.0823839196720142
131675,7.315126352982659
131676,6.680555069769034
77901,
77902,
77903,
77904,
77905,
77906,
77907,
77908,
77909,
77910,
77911,
77912,
77913,
77914,
77915,
77916,
77917,
77918,
77919,
77920,
77921,
77922,
77923,
77924,
77925,
77926,
77927,
77928,
77929,
77930,
77931,
77932,
77933,
77934,
77935,
77936,
77937,
77938,
77939,
77940,
77941,
77942,
77943,
77944,
77945,
77946,-12.396695137653557
77947,-12.53561419988457
77948,-14.763230753792566
77949,-17.52021802382746
131677,162.7118726257483
131678,169.36938355979999
131679,186.87500526197246
131680,173.05389580608144
131681,199.9999925956964
131682,202.80374303795475
131683,237.13357024529853
131684,209.23077509953427
131685,212.11180439251427
131686,215.38463184349226
131687,214.58968089593208
131688,223.2919178545823
131689,272.9729668775382
131690,267.00000762939453
77968,
77969,
77970,
77971,
77972,
77973,
77974,
77975,
77976,
77977,
77978,
77979,
77980,
77981,
77982,
77983,
77984,
77985,
77986,
77987,
77988,
77989,
77990,
77991,
77992,
77993,
77994,
77995,
77996,
77997,
77998,
77999,
78000,
78001,
78002,
78003,
78004,
78005,
78006,
78007,
78008,
78009,
78010,
78011,
78012,
78013,-15.502788831461235
78014,-16.016708161904948
78015,-16.415866192316976
78016,-14.870397870847253
131691,-10.35970949570112
131692,-11.587982393452478
131693,-11.191860001721599
131694,-17.11080290949577
131695,-18.88888462090187
131696,-21.074382390811518
131697,-17.458100930711563
131698,-17.817679594398616
131699,-18.194444131704014
131700,-16.549793635849163
131701,-17.265193915979182
131702,-16.371075330904173
131703,-7.4820143193859545
131704,-8.203682976812699
78035,
78036,
78037,
78038,
78039,
78040,
78041,
78042,
78043,
78044,
78045,
78046,
78047,
78048,
78049,
78050,
78051,
78052,
78053,
78054,
78055,
78056,
78057,
78058,
78059,
78060,
78061,
78062,
78063,
78064,
78065,
78066,
78067,
78068,
78069,
78070,
78071,
78072,
78073,
78074,
78075,
78076,
78077,
78078,
78079,
78080,14.790842716603958
78081,15.29221250145618
78082,15.354517022340652
78083,15.990880180102373
131705,16.349904977607977
131706,14.605206687472517
131707,15.499085188791707
131708,14.159295942086537
131709,18.48680619643801
131710,19.990669252035453
131711,20.63123545641139
131712,20.8969053774271
131713,21.501626921369965
131714,20.52826840054498
131715,20.106428461983295
131716,20.358457070675428
131717,20.7854824225167
131718,21.126115432271387
78102,
78103,
78104,
78105,
78106,
78107,
78108,
78109,
78110,
78111,
78112,
78113,
78114,
78115,
78116,
78117,
78118,
78119,
78120,
78121,
78122,
78123,
78124,
78125,
78126,
78127,
78128,
78129,
78130,
78131,
78132,
78133,
78134,
78135,
78136,
78137,
78138,
78139,
78140,
78141,
78142,
78143,
78144,
78145,
78146,
78147,1.647195222049569
78148,1.9193858527591257
78149,1.0869559682518792
78150,1.257382027638343
131719,2.9953869119557996
131720,1.437607871043478
131721,0.15209474025754677
131722,-2.4920962268550895
131723,-2.3659867197762807
131724,-2.057610349717698
131725,-0.8322274174354716
131726,-0.6064045708704113
131727,0.8931988412077541
131728,0.28296836564503103
131729,-1.640568751171645
131730,-1.4711276597043188
131731,5.485233302322157
131732,6.718985851373005
78169,
78170,
78171,
78172,
78173,
78174,
78175,
78176,
78177,
78178,
78179,
78180,
78181,
78182,
78183,
78184,
78185,
78186,
78187,
78188,
78189,
78190,
78191,
78192,
78193,
78194,
78195,
78196,
78197,
78198,
78199,
78200,
78201,
78202,
78203,
78204,
78205,
78206,
78207,
78208,
78209,
78210,
78211,
78212,
78213,
78214,-17.760610616696827
78215,-20.493357260243883
78216,-25.09225303266669
78217,-22.373538654100177
131733,-20.857702685996692
131734,-28.625235354162047
131735,-25.24084640340295
131736,-30.055657248380584
131737,-30.811809092000008
131738,-30.22388215717211
131739,-30.492425559446012
131740,-32.15613349951138
131741,-28.598130816132215
131742,-26.177022249796757
131743,-23.91713737499076
131744,-23.94106362790542
131745,-17.142858959379648
131746,-13.84615031925166
78236,
78237,
78238,
78239,
78240,
78241,
78242,
78243,
78244,
78245,
78246,
78247,
78248,
78249,
78250,
78251,
78252,
78253,
78254,
78255,
78256,
78257,
78258,
78259,
78260,
78261,
78262,
78263,
78264,
78265,
78266,
78267,
78268,
78269,
78270,
78271,
78272,
78273,
78274,
78275,
78276,
78277,
78278,
78279,
78280,
78281,12.361264488809276
78282,12.844559122768429
78283,9.32462592932346
78284,6.957985795751731
131747,7.392904851609039
131748,5.083108985937468
131749,5.501065558973672
131750,2.786907610915046
131751,4.148679881497386
131752,-0.722783346430933
131753,0.9291378281480966
131754,-1.5497040330317957
131755,-1.9591581049911322
131756,-3.081204222970968
131757,-3.4961801372480505
131758,-1.4444884968019212
131759,5.575648185841198
131760,6.569782705209493
78303,
78304,
78305,
78306,
78307,
78308,
78309,
78310,
78311,
78312,
78313,
78314,
78315,
78316,
78317,
78318,
78319,
78320,
78321,
78322,
78323,
78324,
78325,
78326,
78327,
78328,
78329,
78330,
78331,
78332,
78333,
78334,
78335,
78336,
78337,
78338,
78339,
78340,
78341,
78342,
78343,
78344,
78345,
78346,
78347,
78348,-1.2829205177195657
78349,-0.8689847199828016
78350,-6.565656261582264
78351,-8.36430903870571
131761,-5.456856585417569
131762,-4.764969631951099
131763,-2.9792749394333407
131764,-5.527952312020434
131765,-3.168796519954631
131766,-2.087292021642917
131767,1.156071346845411
131768,0.06439297523364029
131769,-1.349614604651439
131770,0.38860376455533974
131771,0.7001887740938573
131772,1.1278154829024833
131773,15.929211525553711
131774,13.928332825760226
78370,
78371,
78372,
78373,
78374,
78375,
78376,
78377,
78378,
78379,
78380,
78381,
78382,
78383,
78384,
78385,
78386,
78387,
78388,
78389,
78390,
78391,
78392,
78393,
78394,
78395,
78396,
78397,
78398,
78399,
78400,
78401,
78402,
78403,
78404,
78405,
78406,
78407,
78408,
78409,
78410,
78411,
78412,
78413,
78414,
78415,-16.931746561106
78416,-18.268210409295506
78417,-19.56432092803344
78418,-21.365947345000937
78437,
78438,
78439,
78440,
78441,
78442,
78443,
78444,
78445,
78446,
78447,
78448,
78449,
78450,
78451,
78452,
78453,
78454,
78455,
78456,
78457,
78458,
78459,
78460,
78461,
78462,
78463,
78464,
78465,
78466,
78467,
78468,
78469,
78470,
78471,
78472,
78473,
78474,
78475,
78476,
78477,
78478,
78479,
78480,
78481,
78482,-20.82585720918032
78483,-21.343398109905433
78484,-23.820712365032403
78485,-25.05291543571666
78504,
78505,
78506,
78507,
78508,
78509,
78510,
78511,
78512,
78513,
78514,
78515,
78516,
78517,
78518,
78519,
78520,
78521,
78522,
78523,
78524,
78525,
78526,
78527,
78528,
78529,
78530,
78531,
78532,
78533,
78534,
78535,
78536,
78537,
78538,
78539,
78540,
78541,
78542,
78543,
78544,
78545,
78546,
78547,
78548,
78549,-21.226026903318584
78550,-24.188791445647507
78551,-24.666664335462784
78552,-24.74327928543617
78571,
78572,
78573,
78574,
78575,
78576,
78577,
78578,
78579,
78580,
78581,
78582,
78583,
78584,
78585,
78586,
78587,
78588,
78589,
78590,
78591,
78592,
78593,
78594,
78595,
78596,
78597,
78598,
78599,
78600,
78601,
78602,
78603,
78604,
78605,
78606,
78607,
78608,
78609,
78610,
78611,
78612,
78613,
78614,
78615,
78616,4.3362131825612105
78617,3.173675785471186
78618,5.0610323168113425
78619,5.21143509403148
78638,
78639,
78640,
78641,
78642,
78643,
78644,
78645,
78646,
78647,
78648,
78649,
78650,
78651,
78652,
78653,
78654,
78655,
78656,
78657,
78658,
78659,
78660,
78661,
78662,
78663,
78664,
78665,
78666,
78667,
78668,
78669,
78670,
78671,
78672,
78673,
78674,
78675,
78676,
78677,
78678,
78679,
78680,
78681,
78682,
78683,14.261656326180837
78684,13.433666531040078
78685,12.672182880163763
78686,13.879787002304456
78705,
78706,
78707,
78708,
78709,
78710,
78711,
78712,
78713,
78714,
78715,
78716,
78717,
78718,
78719,
78720,
78721,
78722,
78723,
78724,
78725,
78726,
78727,
78728,
78729,
78730,
78731,
78732,
78733,
78734,
78735,
78736,
78737,
78738,
78739,
78740,
78741,
78742,
78743,
78744,
78745,
78746,
78747,
78748,
78749,
78750,-2.064853297848468
78751,-3.21388400242969
78752,-3.544745744150657
78753,-4.494206409709022
78772,
78773,
78774,
78775,
78776,
78777,
78778,
78779,
78780,
78781,
78782,
78783,
78784,
78785,
78786,
78787,
78788,
78789,
78790,
78791,
78792,
78793,
78794,
78795,
78796,
78797,
78798,
78799,
78800,
78801,
78802,
78803,
78804,
78805,
78806,
78807,
78808,
78809,
78810,
78811,
78812,
78813,
78814,
78815,
78816,
78817,-21.4144067852698
78818,-25.625825198412
78819,-26.843464477945044
78820,-29.028132111207448
78839,
78840,
78841,
78842,
78843,
78844,
78845,
78846,
78847,
78848,
78849,
78850,
78851,
78852,
78853,
78854,
78855,
78856,
78857,
78858,
78859,
78860,
78861,
78862,
78863,
78864,
78865,
78866,
78867,
78868,
78869,
78870,
78871,
78872,
78873,
78874,
78875,
78876,
78877,
78878,
78879,
78880,
78881,
78882,
78883,
78884,1.6197481956565563
78885,2.130371452925206
78886,2.685927706049962
78887,0.5159129563572229
78906,
78907,
78908,
78909,
78910,
78911,
78912,
78913,
78914,
78915,
78916,
78917,
78918,
78919,
78920,
78921,
78922,
78923,
78924,
78925,
78926,
78927,
78928,
78929,
78930,
78931,
78932,
78933,
78934,
78935,
78936,
78937,
78938,
78939,
78940,
78941,
78942,
78943,
78944,
78945,
78946,
78947,
78948,
78949,
78950,
78951,-15.205892417608046
78952,-16.91343924790507
78953,-17.990524508941796
78954,-17.038944358657858
78973,
78974,
78975,
78976,
78977,
78978,
78979,
78980,
78981,
78982,
78983,
78984,
78985,
78986,
78987,
78988,
78989,
78990,
78991,
78992,
78993,
78994,
78995,
78996,
78997,
78998,
78999,
79000,
79001,
79002,
79003,
79004,
79005,
79006,
79007,
79008,
79009,
79010,
79011,
79012,
79013,
79014,
79015,
79016,
79017,
79018,29.916621443214986
79019,31.778403391840882
79020,28.136597314570167
79021,27.330210138396936
79040,
79041,
79042,
79043,
79044,
79045,
79046,
79047,
79048,
79049,
79050,
79051,
79052,
79053,
79054,
79055,
79056,
79057,
79058,
79059,
79060,
79061,
79062,
79063,
79064,
79065,
79066,
79067,
79068,
79069,
79070,
79071,
79072,
79073,
79074,
79075,
79076,
79077,
79078,
79079,
79080,
79081,
79082,
79083,
79084,
79085,27.973337809244804
79086,30.11281075101695
79087,28.103292940245005
79088,23.408263258289065
79107,
79108,
79109,
79110,
79111,
79112,
79113,
79114,
79115,
79116,
79117,
79118,
79119,
79120,
79121,
79122,
79123,
79124,
79125,
79126,
79127,
79128,
79129,
79130,
79131,
79132,
79133,
79134,
79135,
79136,
79137,
79138,
79139,
79140,
79141,
79142,
79143,
79144,
79145,
79146,
79147,
79148,
79149,
79150,
79151,
79152,-12.640651030923934
79153,-11.561825432197159
79154,-13.737515672877976
79155,-14.155730422727187
79174,
79175,
79176,
79177,
79178,
79179,
79180,
79181,
79182,
79183,
79184,
79185,
79186,
79187,
79188,
79189,
79190,
79191,
79192,
79193,
79194,
79195,
79196,
79197,
79198,
79199,
79200,
79201,
79202,
79203,
79204,
79205,
79206,
79207,
79208,
79209,
79210,
79211,
79212,
79213,
79214,
79215,
79216,
79217,
79218,
79219,2.6392936042225035
79220,-7.2625697207865265
79221,-11.290324544724662
79222,-2.777775202268362
79241,
79242,
79243,
79244,
79245,
79246,
79247,
79248,
79249,
79250,
79251,
79252,
79253,
79254,
79255,
79256,
79257,
79258,
79259,
79260,
79261,
79262,
79263,
79264,
79265,
79266,
79267,
79268,
79269,
79270,
79271,
79272,
79273,
79274,
79275,
79276,
79277,
79278,
79279,
79280,
79281,
79282,
79283,
79284,
79285,
79286,-2.8787042252779615
79287,-2.346004121916334
79288,-4.784640392552008
79289,-4.071674729399588
79308,
79309,
79310,
79311,
79312,
79313,
79314,
79315,
79316,
79317,
79318,
79319,
79320,
79321,
79322,
79323,
79324,
79325,
79326,
79327,
79328,
79329,
79330,
79331,
79332,
79333,
79334,
79335,
79336,
79337,
79338,
79339,
79340,
79341,
79342,
79343,
79344,
79345,
79346,
79347,
79348,
79349,
79350,
79351,
79352,
79353,1.601749344943415
79354,-0.6512312197922587
79355,1.1815249556044627
79356,-3.516174336222233
79375,
79376,
79377,
79378,
79379,
79380,
79381,
79382,
79383,
79384,
79385,
79386,
79387,
79388,
79389,
79390,
79391,
79392,
79393,
79394,
79395,
79396,
79397,
79398,
79399,
79400,
79401,
79402,
79403,
79404,
79405,
79406,
79407,
79408,
79409,
79410,
79411,
79412,
79413,
79414,
79415,
79416,
79417,
79418,
79419,
79420,-0.22864395958435146
79421,-1.9289355592679303
79422,-3.413574451102852
79423,-3.994519145716957
79442,
79443,
79444,
79445,
79446,
79447,
79448,
79449,
79450,
79451,
79452,
79453,
79454,
79455,
79456,
79457,
79458,
79459,
79460,
79461,
79462,
79463,
79464,
79465,
79466,
79467,
79468,
79469,
79470,
79471,
79472,
79473,
79474,
79475,
79476,
79477,
79478,
79479,
79480,
79481,
79482,
79483,
79484,
79485,
79486,
79487,-32.37754229589167
79488,-32.370400304692716
79489,-34.58268603485421
79490,-34.980846493003426
79509,
79510,
79511,
79512,
79513,
79514,
79515,
79516,
79517,
79518,
79519,
79520,
79521,
79522,
79523,
79524,
79525,
79526,
79527,
79528,
79529,
79530,
79531,
79532,
79533,
79534,
79535,
79536,
79537,
79538,
79539,
79540,
79541,
79542,
79543,
79544,
79545,
79546,
79547,
79548,
79549,
79550,
79551,
79552,
79553,
79554,-4.185852547635916
79555,-4.4705531032747325
79556,-10.506818146712337
79557,-9.580367185508454
79576,
79577,
79578,
79579,
79580,
79581,
79582,
79583,
79584,
79585,
79586,
79587,
79588,
79589,
79590,
79591,
79592,
79593,
79594,
79595,
79596,
79597,
79598,
79599,
79600,
79601,
79602,
79603,
79604,
79605,
79606,
79607,
79608,
79609,
79610,
79611,
79612,
79613,
79614,
79615,
79616,
79617,
79618,
79619,
79620,
79621,-1.3597049621713153
79622,-1.4050179462039125
79623,-3.7300129279620675
79624,-3.7383251496717174
79643,
79644,
79645,
79646,
79647,
79648,
79649,
79650,
79651,
79652,
79653,
79654,
79655,
79656,
79657,
79658,
79659,
79660,
79661,
79662,
79663,
79664,
79665,
79666,
79667,
79668,
79669,
79670,
79671,
79672,
79673,
79674,
79675,
79676,
79677,
79678,
79679,
79680,
79681,
79682,
79683,
79684,
79685,
79686,
79687,
79688,-1.4662812163150685
79689,-2.608700038955525
79690,-4.5454570084564105
79691,-5.540161082465289
79710,
79711,
79712,
79713,
79714,
79715,
79716,
79717,
79718,
79719,
79720,
79721,
79722,
79723,
79724,
79725,
79726,
79727,
79728,
79729,
79730,
79731,
79732,
79733,
79734,
79735,
79736,
79737,
79738,
79739,
79740,
79741,
79742,
79743,
79744,
79745,
79746,
79747,
79748,
79749,
79750,
79751,
79752,
79753,
79754,
79755,26.68714716656173
79756,30.572168558501755
79757,24.266023417385775
79758,18.244904864144583
79777,
79778,
79779,
79780,
79781,
79782,
79783,
79784,
79785,
79786,
79787,
79788,
79789,
79790,
79791,
79792,
79793,
79794,
79795,
79796,
79797,
79798,
79799,
79800,
79801,
79802,
79803,
79804,
79805,
79806,
79807,
79808,
79809,
79810,
79811,
79812,
79813,
79814,
79815,
79816,
79817,
79818,
79819,
79820,
79821,
79822,-9.609897306246683
79823,-13.165270180406797
79824,-14.627416033379358
79825,-12.970971662737885
131775,-12.301102877061465
131776,-13.962724591324472
131777,-14.398775813076337
131778,-15.76250601004514
131779,-17.41204529867577
131780,-16.620922875176458
131781,-13.910593583712538
131782,-16.19521100719872
131783,-15.535207023812825
131784,-16.520927045285895
131785,-14.213040102595343
131786,-13.919296062455555
131787,-7.711918868753809
131788,-6.494743769783195
79844,
79845,
79846,
79847,
79848,
79849,
79850,
79851,
79852,
79853,
79854,
79855,
79856,
79857,
79858,
79859,
79860,
79861,
79862,
79863,
79864,
79865,
79866,
79867,
79868,
79869,
79870,
79871,
79872,
79873,
79874,
79875,
79876,
79877,
79878,
79879,
79880,
79881,
79882,
79883,
79884,
79885,
79886,
79887,
79888,
79889,-30.902780192317692
79890,-28.102188987097808
79891,-37.91946268453238
79892,-39.6166160833359
131789,-37.91946268453238
131790,-40.33898433848584
131791,-36.76976016812197
131792,-36.27118763242838
131793,-39.273925717740255
131794,-38.4879756337858
131795,-36.690647173517696
131796,-37.28222912574645
131797,-36.23188418316455
131798,-32.96296626615584
131799,-29.36803212854253
131800,-30.656935418063057
131801,-15.918371318926683
131802,-8.130083113103058
79911,
79912,
79913,
79914,
79915,
79916,
79917,
79918,
79919,
79920,
79921,
79922,
79923,
79924,
79925,
79926,
79927,
79928,
79929,
79930,
79931,
79932,
79933,
79934,
79935,
79936,
79937,
79938,
79939,
79940,
79941,
79942,
79943,
79944,
79945,
79946,
79947,
79948,
79949,
79950,
79951,
79952,
79953,
79954,
79955,
79956,43.568461200048716
79957,40.49586728006575
79958,28.57142992300783
79959,33.99999618530274
131803,30.2325579246272
131804,41.59662703842866
131805,39.50617332402291
131806,36.14458200483597
131807,35.600004196167
131808,40.79999923706055
131809,40.79999923706055
131810,42.16867262227977
131811,43.15352385120583
131812,46.058085293105954
131813,35.937503783498045
131814,8.09968808017043
131815,12.539180243695181
131816,10.030392934113852
79978,
79979,
79980,
79981,
79982,
79983,
79984,
79985,
79986,
79987,
79988,
79989,
79990,
79991,
79992,
79993,
79994,
79995,
79996,
79997,
79998,
79999,
80000,
80001,
80002,
80003,
80004,
80005,
80006,
80007,
80008,
80009,
80010,
80011,
80012,
80013,
80014,
80015,
80016,
80017,
80018,
80019,
80020,
80021,
80022,
80023,43.6781601320565
80024,44.827584316935564
80025,39.32584600758038
80026,31.182797766376847
131817,36.45833042295021
131818,27.72276970629899
131819,26.732671631281168
131820,17.757002681986055
131821,4.166662527455389
131822,-6.106864671788603
131823,-10.370369127584933
131824,-9.629629106351544
131825,-7.35294285220669
131826,-4.444448957717883
131827,-7.857144012743134
131828,-4.347821955569664
131829,7.8740177435990155
131830,6.9767469798464266
80045,
80046,
80047,
80048,
80049,
80050,
80051,
80052,
80053,
80054,
80055,
80056,
80057,
80058,
80059,
80060,
80061,
80062,
80063,
80064,
80065,
80066,
80067,
80068,
80069,
80070,
80071,
80072,
80073,
80074,
80075,
80076,
80077,
80078,
80079,
80080,
80081,
80082,
80083,
80084,
80085,
80086,
80087,
80088,
80089,
80090,15.43793211677662
80091,13.245538370474863
80092,7.652597735832978
80093,9.158116787292748
131831,10.11913637689923
131832,11.442941414780194
131833,11.95768054722044
131834,11.766473547500379
131835,8.324511714157401
131836,6.314335292040907
131837,8.572319837459585
131838,9.43132323999376
131839,10.447536043328975
131840,11.611482448352085
131841,8.898834975857506
131842,8.34337468105053
131843,14.553339617337247
131844,13.84685422568921
80112,
80113,
80114,
80115,
80116,
80117,
80118,
80119,
80120,
80121,
80122,
80123,
80124,
80125,
80126,
80127,
80128,
80129,
80130,
80131,
80132,
80133,
80134,
80135,
80136,
80137,
80138,
80139,
80140,
80141,
80142,
80143,
80144,
80145,
80146,
80147,
80148,
80149,
80150,
80151,
80152,
80153,
80154,
80155,
80156,
80157,-12.847226016499224
80158,-13.032145700884323
80159,-12.06897005314761
80160,-10.350871850762344
131845,-10.732988584784763
131846,-12.173909726350207
131847,-12.34675865142102
131848,-14.579758417770861
131849,-15.123199808130783
131850,-13.32195059380682
131851,-13.162393050925637
131852,-12.446710498287938
131853,-9.751919850890689
131854,-8.24653407282826
131855,-7.986111456045386
131856,-5.836229523830728
131857,-3.670544714518409
131858,-2.695419475743044
80179,
80180,
80181,
80182,
80183,
80184,
80185,
80186,
80187,
80188,
80189,
80190,
80191,
80192,
80193,
80194,
80195,
80196,
80197,
80198,
80199,
80200,
80201,
80202,
80203,
80204,
80205,
80206,
80207,
80208,
80209,
80210,
80211,
80212,
80213,
80214,
80215,
80216,
80217,
80218,
80219,
80220,
80221,
80222,
80223,
80224,10.571200457142794
80225,11.959127375393841
80226,10.57721880835758
80227,9.68142471512332
131859,9.46865825763592
131860,10.382293898941274
131861,9.29864346748408
131862,11.902288203294287
131863,12.411429235042814
131864,14.034103052152936
131865,15.232429627822498
131866,14.36946080957522
131867,16.619694809480777
131868,16.1168911188901
131869,13.132283395289823
131870,15.288487749785574
131871,17.256668999454572
131872,17.469982783098438
80246,
80247,
80248,
80249,
80250,
80251,
80252,
80253,
80254,
80255,
80256,
80257,
80258,
80259,
80260,
80261,
80262,
80263,
80264,
80265,
80266,
80267,
80268,
80269,
80270,
80271,
80272,
80273,
80274,
80275,
80276,
80277,
80278,
80279,
80280,
80281,
80282,
80283,
80284,
80285,
80286,
80287,
80288,
80289,
80290,
80291,77.29942423776912
80292,90.6000018119812
80293,82.3193820698358
80294,70.77798084575934
131873,97.2386474613537
131874,93.54838593383235
131875,109.30233202862584
131876,97.29205848264566
131877,76.66667445812365
131878,63.654223738504
131879,57.89473493699191
131880,29.47020547221979
131881,27.538465629668085
131882,11.010359703987271
131883,28.205134198556657
131884,24.259519467179857
131885,45.345342684639704
131886,53.85802100070312
80313,
80314,
80315,
80316,
80317,
80318,
80319,
80320,
80321,
80322,
80323,
80324,
80325,
80326,
80327,
80328,
80329,
80330,
80331,
80332,
80333,
80334,
80335,
80336,
80337,
80338,
80339,
80340,
80341,
80342,
80343,
80344,
80345,
80346,
80347,
80348,
80349,
80350,
80351,
80352,
80353,
80354,
80355,
80356,
80357,
80358,3.0261319225424854
80359,2.784379197219322
80360,2.376174738162451
80361,2.7731370372305886
131887,4.9561676362677165
131888,2.8418601999534054
131889,2.0020033207086785
131890,0.8837985744894361
131891,0.5859385065074996
131892,-0.9415552446824904
131893,-0.22778944310757332
131894,-1.7787814867511131
131895,-2.4796092604919884
131896,-2.714932573007711
131897,-2.4065033207094744
131898,1.0627688088262754
131899,4.9628604716560165
131900,5.747129030845732
80380,
80381,
80382,
80383,
80384,
80385,
80386,
80387,
80388,
80389,
80390,
80391,
80392,
80393,
80394,
80395,
80396,
80397,
80398,
80399,
80400,
80401,
80402,
80403,
80404,
80405,
80406,
80407,
80408,
80409,
80410,
80411,
80412,
80413,
80414,
80415,
80416,
80417,
80418,
80419,
80420,
80421,
80422,
80423,
80424,
80425,-6.336690414099633
80426,-6.872723278352222
80427,-5.650978404249063
80428,-6.9779959785044365
131901,-7.195533104721818
131902,-6.972298184935777
131903,-7.396151813047124
131904,-6.877903889195869
131905,-6.450636557835199
131906,-10.082459126836785
131907,-9.046570884097383
131908,-9.921883400785635
131909,-6.62132337881316
131910,-8.480088370879812
131911,-8.274628438753718
131912,-6.164788127672171
131913,-5.499038211883733
131914,-3.9602968281105766
80447,
80448,
80449,
80450,
80451,
80452,
80453,
80454,
80455,
80456,
80457,
80458,
80459,
80460,
80461,
80462,
80463,
80464,
80465,
80466,
80467,
80468,
80469,
80470,
80471,
80472,
80473,
80474,
80475,
80476,
80477,
80478,
80479,
80480,
80481,
80482,
80483,
80484,
80485,
80486,
80487,
80488,
80489,
80490,
80491,
80492,35.93636544303516
80493,39.34782084385111
80494,27.221442364445082
80495,31.24999393557404
131915,31.481481481481488
131916,30.666662145543988
131917,28.36676237339477
131918,24.208300993304487
131919,6.388700851220075
131920,8.032677596203118
131921,19.095475873204173
131922,21.84153758708829
131923,20.028621145156865
131924,12.013886028233788
131925,6.635067785127946
131926,17.155108347356695
131927,11.044180847040263
131928,9.986684116408707
80514,
80515,
80516,
80517,
80518,
80519,
80520,
80521,
80522,
80523,
80524,
80525,
80526,
80527,
80528,
80529,
80530,
80531,
80532,
80533,
80534,
80535,
80536,
80537,
80538,
80539,
80540,
80541,
80542,
80543,
80544,
80545,
80546,
80547,
80548,
80549,
80550,
80551,
80552,
80553,
80554,
80555,
80556,
80557,
80558,
80559,3.142030465590606
80560,0.6592100035996751
80561,0.131709912184097
80562,-0.7433891280160143
131929,-0.30587588406743027
